name,url,username,rating,date_review,number of reviews,state_abreviation,text_review
A+ Hong Kong Kitchen,https://www.yelp.com/not_recommended_reviews/a-hong-kong-kitchen-seattle?not_recommended_start=30,Cheery K.,5,4/30/2016,18,WA,"I don't really write review on Yelp, but I have to write one for this little family owned cafe in ID. One of their staff told me that this is their first week opening, so their business is very slow. I was there for an hour and no one walks in. I was first scared because I wonder if it's because their food is not good, but I'm glad I didn't walked out! I had there seafood congee, it came out the same as the photos they have. Can tell that the ingredients were in high quality. I got offered a milk tea sample before my meal and a dessert sample after my meal! Wow, am I in Costco? I highly recommend this place if you want to stay away from those Americanized Chinese food. Can't find sweet and sour here, but a lot of other options that are new to try. Will definitely come back for their dessert."
A+ Hong Kong Kitchen,https://www.yelp.com/not_recommended_reviews/a-hong-kong-kitchen-seattle?not_recommended_start=30,Cinder M.,5,4/29/2016,6,NY,"Was referral by a co-worker,had their chicken steak with black pepper sauce, didn't expect they gave me two pieces since it's only 8 bucks!!! The chicken was really juicy and the sauce was just right. Wise the dish comes with more vege than meat, but I'm not complaining for what I get for the price. P.S. The place is also very clean!"
A+ Hong Kong Kitchen,https://www.yelp.com/not_recommended_reviews/a-hong-kong-kitchen-seattle?not_recommended_start=30,Ricky L.,5,4/27/2016,5,NY,"Awsome food, i had szechuan beef shank, little spacy which i liked a lot, the cucumber obsorbed all the flavorful juice making it even more tasty! very nice stuff, they offered compermentery dessert sample too. Dont remember what that dessert was, but it taste great!"
A+ Hong Kong Kitchen,https://www.yelp.com/not_recommended_reviews/a-hong-kong-kitchen-seattle?not_recommended_start=30,Tiffany C.,5,4/26/2016,3,WA,"AMAZING!!!! It is new openings, but this place is really as good as people say it is. For people that know my food preferences, they will tell you that Chinese food is my least favorite cuisine, but I stumble upon some gems every now and then. I came here one afternoon with friends after having a meeting downtown. They seat us right away and explain the menu to us. We ordered some baked rice, noodle soup, chicken wings, drinks and dessert. I love everything we ordered."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Gabriel K.,1,10/22/2018,9,WA,So went in with the expectation of the full menu with a choice of recommended dishes. But they only had a set menu and were super rude about it. Won't be back.
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Julia W.,2,1/24/2019,23,WA,Super excited to go here after reading the reviews but was very disappointed in the service and the food. :(
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Daryl W.,4,7/19/2022,63,WA,"I came here on a dinner date with my wife. We definitely enjoy their menu. It was the ideal setting for our date. The setting exudes intimacy and has a pleasant feel inside that is quite inviting. We ate their Wood Fired Sirloin Steak, Potato Gnocchi, and Animal style burger. It was delicious cuisine that was excellent. We had a great time and were really delighted with our stay. affordable cost as well."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Carter M.,4,1/15/2021,22,WA,"Great sandwiches, good deserts too. Really friendly staff!"
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Libby B.,4,1/28/2019,22,WA,"I really enjoyed the food and the creativity that went into each meal! We had a bunch of different entrees to share and of course the recreates choco taco! After wanting to come in for awhile the food was great, but our server wasn't very knowledgeable about what she was giving us and wasn't very attentive. I was a little disappointed by that but It was a good evening overall!"
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Dana M.,5,6/17/2022,25,NC,Great Service! Delicious drinks! Great ambiance! Everything was so delicious and we were never kept waiting.
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Emily Yoonji S.,5,1/28/2022,2,WA,We enjoyed every single dish we ordered! It was delicious. We will definitely come back!
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Kristi W.,5,10/27/2021,30,WA,The food was amazing. The service was excellent- and the cocktails were divine! Can't recommend it highly enough!
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Kevin S.,5,10/25/2021,4,da,Amazing food and great service! The price was very reasonable for how delicious the meal was. 10/10 would recommend!
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=0,Wendy B.,5,4/30/2021,14,WA,Serious Flavor might be another good name for this fabulous place. Going back next week!
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Bailey T.,5,3/25/2021,4,WA,"Amazing experience. Great food, staff and drinks. Suggest making reservations, but highly recommend."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Mario R.,5,6/17/2020,3,AK,One of the best restaurants that I've ever eaten at would recommend to anyone. Delicious food.
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Josh A.,5,10/11/2019,109,WA,"We go out to dinner all the time, and thos place is an absolute gem. We had the artichoke cooked and crusted to perfection, the scallops were delicious and their apple fennel beet salad was fresh and tasty. The decor is comfortable and modern and the staff was super friendly and helpful. Cocktail menu on point and wine list was great. This place seriously has it all."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Derek M.,5,8/20/2019,17,WA,"WOW!!!! What a cool spot!! I mainly wanted to come here for the choco smores tacos and let me tell you everything else was just as amazing as well!! The pork belly buns, the artichokes, the lemon ricotta cheesy bread...so many amazing options. Please go here for a date night as you won't be disappointed."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,R M.,5,11/11/2018,1,WA,My new favorite place. Been a number of times and always great
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Rich M.,5,9/19/2018,4,NY,"This place is great!!!!! Prices aren't cheap, but definitely worth it for the quality. Eating family style is the best option so you can try as much of the menu as possible. The Porchetta with flatbreads is one of the best things I have eaten all year."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Kyle B.,5,8/16/2018,2,WA,"Ate there about a week after opening and absolutely loved it! The vibe is modern and clean. Highly recommend the cheesy bread, porchetta and ahi tuna. The dilly bars were an amazing way to close the night."
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Case B.,5,8/16/2018,10,WA,"Amazing new spot. The porchetta and the cheesy bread were my two favorite dishes, but you really can't go wrong. Ample portions and good ambiance. Can't wait to go back!"
Sawyer,https://www.yelp.com/not_recommended_reviews/sawyer-seattle-3?not_recommended_start=10,Butch B.,5,8/16/2018,2,WA,"I literally created this account because I loved the restaurant so much I wanted to make sure to support it since it's brand new. Loved the decor, lots of fun, and outstanding food. We tried basically everything and enjoyed it all. Highly recommend."
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Danli L.,1,11/12/2021,14,PA,"If I can give zero star, I will. Traveled all the way down and they are closing one hour early than posted hour. Disappointed."
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Nhi H.,1,10/13/2021,69,WA,"I wanted to go here, the hostess asked table or bar, we said table. So we waited an hour for a table and then two groups of 4 showed up and the girl at the front wanted to seat us at the bar instead. I told her we waited an hour for the table and the groups just showed up. But her excuse was the table was for bigger groups. They why make us wait an hour. She was so rude about it and just wanted a bigger tip. I'll never come here, the staff is incompetent, rude and money hungry. The food didn't look good anyways. Go to the hummus place next door, they are better and cheaper. Don't believe everything you see on TikTok."
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Alessandro L.,3,10/23/2024,4,WA,"This place has good and affordable price. Probably the best place in town. The food here is about as good as you can expect from Kobuta And Ookami restaurant. Food portions, good taste."
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Pyong bok c.,3,08/09/2024,34,WA,It was alright. Nothing great can't understand the hype. Not good enough to wait 45 minutes.
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Sharon T.,3,2/25/2023,55,CA,"I ordered the Iberico Oroshi Katsu and it was average for a tonkatsu restaurant. It was pretty tender and flavorful. The breading was perfectly crispy, and the oroshi sauce added a nice kick of flavor. However, I have to say that I preferred the Kurobuto Katsu, which had an even juicier meat quality that was simply delicious. The portion sizes were generous, and the service was attentive without being intrusive. Overall, I give it 3/5! If you're looking for a tonkastu restaurant this will do it justice"
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,MaiNhia V.,5,02/07/2025,19,CA,"Mozzarella Katsu is a unique delicacy that combines Italian mozzarella cheese with Japanese deep-fried pork cutlet to create an amazing taste experience. The outer layer of bread crumbs is fried golden and crispy, and when you bite it, you can feel the perfect contrast of crispy outside and tender inside. The cheese melts under high temperature, and the rich milky aroma that flows out blends with the tender pork cutlet, which is endless aftertaste."
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Sofia R.,5,05/02/2024,8,WA,"Great portions of food! And very friendly staff, I will definitely be coming back thank you for a great meal"
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Mayra M.,5,3/26/2024,7,WA,I ordered the Kurobuta Oroshi Katsua - food was really delicious. Wait wasn't too bad but I'd recommend showing up before they open if you're thinking about going on the weekend as it can get pretty packed. Staff was really friendly.
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Marco M.,5,2/20/2024,7,WA,Great food. It was my first time there and I enjoyed it. I highly recommend this place.
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=0,Hyeonjin C.,5,11/06/2023,4,WA,"It's always good experience, friendly staffs great customer service. Will definitely come back!!"
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=10,Aldrin A.,5,10/05/2023,2,WA,The food is amazing!!!! I come here at least once a month since they opened and they always deliver
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=10,Anh N.,5,6/18/2023,133,WA,The soup was good and I really enjoyed the experience. I would definitely come again to get the same thing. Service was really good too!
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=10,Ruby A.,5,12/22/2022,11,WA,This place is so delicious. I love the tomato and cheese chicken. Very worth the wait.
Kobuta And Ookami,https://www.yelp.com/not_recommended_reviews/kobuta-and-ookami-seattle-2?not_recommended_start=10,Quyen P.,5,10/14/2022,3,WA,"Even though it was really busy, me and my friend got seated pretty quickly. Love the food!"
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Kevin C.,1,2/15/2025,48,CA,"Let me tell yall... TL;DR place is not worth lol. but read more to find out why. - the food was honestly mediocre at best. the tastiest thing I had tonight was the corn cheese but that's honestly really hard to get wrong so... but we got the small beef feast combo and it just did not live up to expectations. the meat quality was okay don't get me wrong, but the flavor was MISSING. not to mention the array or lack thereof, of sauces was NOT that girl. I think like for the $120 price for two, definitely worth taking it somewhere else because of the lack of taste alone. the beef tartare was actually the best thing 2nd to the corn cheese that night. But honestly, Meet's meat was not giving and im sad bc I was looking forward to eating here.- the restaurant does give a nice vibe for a date night. So that's a +- our server was great! I think she did her best at being attentive while juggling the bar. I will say that I wish we got some of our side dishes out sooner and they did forget our corn cheese sometimes so we had to bug about it but I felt bad since she was already doing her best. all the love to her she was getting worked.overall: not goodnot rlly giving the way i wish meet was going to but oh well. don't make the same mistake we did"
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Lucky 7.,1,5/21/2023,1,WA,We waited about 1hour for mediocre korean food and bad service.
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Luke L.,4,05/06/2024,192,WA,"Come to Meet for a truly elevated Korean BBQ experience. But not in a good way. But also not in a bad way.Let me explain. The quality of the meats is exceptional - each cut was incredibly flavorful and tender. The presentation was also top-notch, with beautiful marbling and careful attention to detail.However, while the quality was undeniable, the quantity left me wanting more. The portions were smaller than I expected, and I did not find myself satiated after ordering even several dishes. Good for my waistline, not so good for my wallet. For the price, I would have liked more generous servings.As someone who prefers an all-you-can-eat (AYCE) style, I personally missed the abundance of meat that usually comes with it. While I might sacrifice a bit of quality for a more fulfilling meal, I can't deny that the few bites I had at Meet Korean BBQ were delicious.If you're seeking a high-end Korean BBQ experience with exquisite meats and impeccable service, Meet Korean BBQ is a great choice. However, if you're looking for a more budget-friendly option or prefer larger portions, this might not be the ideal spot for you."
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Issy P.,5,08/04/2023,7,CA,"WOW. the food was spectacular- we got the beef feast. Michael and Annie and everyone else (!!) were so attentive to us and answered all of our questions about the beef and the kbbq process. We had an 18% service charge (which they were very honest and upfront about,) but I tipped an extra 20% because the service and food were incredible. I will be back!!!"
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Chloe Y.,5,03/10/2023,3,WA,"Meat selection is great! Servers are all professional, they cook and cut the meat into small slices for us."
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Golden C.,5,2/20/2023,3,CA,Expensive but good. Most decent korean bbq place for. I recommend this place for others
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Trang C.,5,12/24/2022,37,NY,Really nice service. Food is delicious. The team is really attentive and efficient. Will be back!
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Devionne H.,5,12/31/2021,33,AZ,"Service was phenomenal, everyone was so nice to us and the food was a slapperoni! So good"
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Jake H.,5,2/21/2021,5,IL,Great spot - absolutely delicious. Will definitely be back!
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=0,Kumar S.,5,11/18/2020,6,WA,Best Korean restaurant in Seattle. Food is authentic and the staff is super friendly.
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=10,kyungmi k.,5,9/26/2020,11,WA,"awesome food, awesome people! meat was excellent (both high quality pork and beef) and the service was on point. friendly and helpful staff."
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=10,William H.,5,7/28/2020,1,WA,"friendly staff, good food. the best part is probably having some one do all the cooking for you."
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=10,Alexia B.,5,03/01/2020,1,UT,"Amazing place to stop at for dinner! The atmosphere was very relaxing and welcoming, all the servers were completely delightful, especially Evan! He was very attentive to our needs, really kind and funny! Highly recommend stopping by here at any time of day and I sure hope that you get him as a server!"
Meet Korean BBQ,https://www.yelp.com/not_recommended_reviews/meet-korean-bbq-seattle?not_recommended_start=10,Simon P.,5,03/01/2020,2,UT,Me and my friends had an amazing time! Our server was evan and he did a great job of not just being a server but being a fun guy to talk to. He was hilarious and got along with all of us! Me and my friends are fr Utah be we will for sure be coming back just to come here again!
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Kelly B.,1,01/10/2021,26,WA,"This place is still open!?!? Well, at least the brunch isn't happening now. Seeing back of the house and it's filth, the public is safer. Drive on by, don't get ill!"
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Sarah H.,1,9/27/2017,30,CA,"Overpriced, lacking on the menu. The restaurant is run down and the service is very slow. This place is totally over rated, will not return. They charge $5 for a can of soda, how can they justify such a rip off."
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Gina L.,1,09/06/2017,8,WA,"I went there for brunch with my family. The whole process from making a reservation to the meal its self is so out dated. The decorations were out dated and the food was mediocre at best. I used to go here as a kid with my family. i don't think we had the money to pay $80 a person. I don't think the quality has gone up. But the prices sure have. Initially I was so excited to have so many options. But I wasn't impressed with the options that were given and ended up with just a small plateful of food. I didn't get my moneys worth.Not sure where all the money is going but its not to upgrade the building. They have the best view of Seattle but the building seems like its falling apart.Another thing, it would be nice to know I wouldn't be eating in the main dining room prior to booking my reservation. The down stairs feels like a banquet room and not a restaurant and it did not impress anyone around me. I over heard my ""neighbors"" with the same complaint.Perhaps under new ownership and with an updated feel I would come again for the VIEW!!!"
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Craig M.,1,5/15/2017,2,OR,made a open table reservation and was so disappointed with the table that we were changed too. service and food was excellent but unfortunately i will not be back.
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Meg J.,1,05/07/2017,6,WA,Salty's: Expensive terrible food with a great view. You decide.
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Eric H.,1,05/07/2017,31,WA,Great view. Bad food. Really bad food.
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Annie M.,1,05/05/2017,67,WA,Over priced! Food was garbage! Worst date dinner! We didn't even eat anything.. never again! We had chicken fried with lobster
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Egawa T.,1,5/29/2016,1,WA,"Worst service restaurant ever. I made a reservation and came there 5PM.I waited for one hour, I haven't have a seat though nobody without us were waiting...Finally I had a seat. There were many empty tables. I didn't understand why I waited for 1 hour... I never recommend this restaurant."
Salty's Waterfront Seafood Grills,https://www.yelp.com/not_recommended_reviews/saltys-waterfront-seafood-grills-seattle?not_recommended_start=0,Ann S.,1,7/24/2013,1,WA,This is the worst restaurant experience I have ever had. The staff and management were completely rude. I will never return to this place of business and I recommend that nobody else does either. There are way too many good retsuarants in the Seattle area to deal with mediocre food and horrilbe staff and management. Dont wast your time going there...
